seqnames	start	end	strand	bsg_id	gene	locus_tag	operon_id
basu168	1674259	1674645	+	BSGatlas-gene-1888	ylqD	BSU_16010	BSGatlas-operon-937
basu168	1674650	1675174	+	BSGatlas-gene-1889	rimM	BSU_16020	BSGatlas-operon-937
basu168	148931	149875	+	BSGatlas-gene-189	rpoA	BSU_01430	BSGatlas-operon-48
basu168	1675171	1675902	+	BSGatlas-gene-1890	trmD	BSU_16030	BSGatlas-operon-937
basu168	1675980	1676022	+	BSGatlas-gene-1891	NA	BSU_MISC_RNA_30	BSGatlas-operon-937
basu168	1676042	1676389	+	BSGatlas-gene-1892	rplS	BSU_16040	BSGatlas-operon-937
basu168	1676532	1677380	+	BSGatlas-gene-1893	rbgA	BSU_16050	BSGatlas-operon-938
basu168	1677451	1678218	+	BSGatlas-gene-1894	rnhB	BSU_16060	BSGatlas-operon-938
basu168	1678250	1679980	+	BSGatlas-gene-1895	ylqG	BSU_16070	BSGatlas-operon-938
basu168	1679977	1680258	+	BSGatlas-gene-1896	ylqH	BSU_16080	BSGatlas-operon-938
basu168	1680431	1681588	+	BSGatlas-gene-1897	sucC	BSU_16090	BSGatlas-operon-939
basu168	1681617	1682519	+	BSGatlas-gene-1898	sucD	BSU_16100	BSGatlas-operon-939
basu168	1682580	1683473	+	BSGatlas-gene-1899	dprA	BSU_16110	BSGatlas-operon-939
basu168	17238	17833	-	BSGatlas-gene-19	S9	NEW_17238_17833_C	BSGatlas-operon-8
basu168	149953	150315	+	BSGatlas-gene-190	rplQ	BSU_01440	BSGatlas-operon-48
basu168	1683661	1685736	+	BSGatlas-gene-1900	topA	BSU_16120	BSGatlas-operon-939
basu168	1685812	1687119	+	BSGatlas-gene-1901	trmFO	BSU_16130	BSGatlas-operon-940
basu168	1687187	1688101	+	BSGatlas-gene-1902	codV	BSU_16140	BSGatlas-operon-940
basu168	1688114	1688659	+	BSGatlas-gene-1903	clpQ	BSU_16150	BSGatlas-operon-940
basu168	1688676	1690079	+	BSGatlas-gene-1904	clpY	BSU_16160	BSGatlas-operon-940
basu168	1690119	1690898	+	BSGatlas-gene-1905	codY	BSU_16170	BSGatlas-operon-940
basu168	1691278	1691667	+	BSGatlas-gene-1906	flgB	BSU_16180	BSGatlas-operon-941
basu168	1691667	1692119	+	BSGatlas-gene-1907	flgC	BSU_16190	BSGatlas-operon-941
basu168	1692130	1692450	+	BSGatlas-gene-1908	fliE	BSU_16200	BSGatlas-operon-941
basu168	1692496	1694106	+	BSGatlas-gene-1909	fliF	BSU_16210	BSGatlas-operon-941
basu168	150443	151288	+	BSGatlas-gene-191	ybxA	BSU_01450	NA
basu168	1694119	1695135	+	BSGatlas-gene-1910	fliG	BSU_16220	BSGatlas-operon-941
basu168	1695254	1695880	+	BSGatlas-gene-1911	fliH	BSU_16230	BSGatlas-operon-941
basu168	1695877	1697193	+	BSGatlas-gene-1912	fliI	BSU_16240	BSGatlas-operon-941
basu168	1697196	1697639	+	BSGatlas-gene-1913	fliJ	BSU_16250	BSGatlas-operon-941
basu168	1697651	1698265	+	BSGatlas-gene-1914	ylxF	BSU_16260	BSGatlas-operon-941
basu168	1698278	1699741	+	BSGatlas-gene-1915	fliK	BSU_16270	BSGatlas-operon-941
basu168	1699738	1700160	+	BSGatlas-gene-1916	flgD	BSU_16280	BSGatlas-operon-941
basu168	1700182	1700976	+	BSGatlas-gene-1917	flgE	BSU_16290	BSGatlas-operon-941
basu168	1701016	1701231	+	BSGatlas-gene-1918	swrD	BSU_16299	BSGatlas-operon-941
basu168	1701228	1701650	+	BSGatlas-gene-1919	fliL	BSU_16300	BSGatlas-operon-941
basu168	151303	152133	+	BSGatlas-gene-192	ybaE	BSU_01460	NA
basu168	1701684	1702682	+	BSGatlas-gene-1920	fliM	BSU_16310	BSGatlas-operon-941
basu168	1702672	1703808	+	BSGatlas-gene-1921	fliY	BSU_16320	BSGatlas-operon-941
basu168	1703834	1704196	+	BSGatlas-gene-1922	cheY	BSU_16330	BSGatlas-operon-941
basu168	1704211	1704870	+	BSGatlas-gene-1923	fliZ	BSU_16340	BSGatlas-operon-941
basu168	1704863	1705528	+	BSGatlas-gene-1924	fliP	BSU_16350	BSGatlas-operon-941
basu168	1705543	1705812	+	BSGatlas-gene-1925	fliQ	BSU_16360	BSGatlas-operon-941
basu168	1705820	1706599	+	BSGatlas-gene-1926	fliR	BSU_16370	BSGatlas-operon-941
basu168	1706599	1707681	+	BSGatlas-gene-1927	flhB	BSU_16380	BSGatlas-operon-941
basu168	1707714	1709747	+	BSGatlas-gene-1928	flhA	BSU_16390	BSGatlas-operon-941
basu168	1709747	1710847	+	BSGatlas-gene-1929	flhF	BSU_16400	BSGatlas-operon-941
basu168	152130	152927	+	BSGatlas-gene-193	ybaF	BSU_01470	NA
basu168	1710838	1711734	+	BSGatlas-gene-1930	flhG	BSU_16410	BSGatlas-operon-941
basu168	1711736	1712809	+	BSGatlas-gene-1931	cheB	BSU_16420	BSGatlas-operon-941
basu168	1712815	1714833	+	BSGatlas-gene-1932	cheA	BSU_16430	BSGatlas-operon-941
basu168	1714855	1715325	+	BSGatlas-gene-1933	cheW	BSU_16440	BSGatlas-operon-941
basu168	1715344	1715973	+	BSGatlas-gene-1934	cheC	BSU_16450	BSGatlas-operon-941
basu168	1715970	1716470	+	BSGatlas-gene-1935	cheD	BSU_16460	BSGatlas-operon-941
basu168	1716493	1717257	+	BSGatlas-gene-1936	sigD	BSU_16470	BSGatlas-operon-941
basu168	1717286	1717789	+	BSGatlas-gene-1937	swrB	BSU_16480	BSGatlas-operon-941
basu168	1717822	1717919	+	BSGatlas-gene-1938	TERMseq-predicted-riboswitch	NA	NA
basu168	1717933	1718673	+	BSGatlas-gene-1939	rpsB	BSU_16490	BSGatlas-operon-942
basu168	152937	153680	+	BSGatlas-gene-194	truA	BSU_01480	BSGatlas-operon-49
basu168	1718775	1719656	+	BSGatlas-gene-1940	tsf	BSU_16500	BSGatlas-operon-942
basu168	1719802	1720524	+	BSGatlas-gene-1941	pyrH	BSU_16510	BSGatlas-operon-942
basu168	1720526	1721083	+	BSGatlas-gene-1942	frr	BSU_16520	BSGatlas-operon-942
basu168	1721214	1721996	+	BSGatlas-gene-1943	uppS	BSU_16530	BSGatlas-operon-943
basu168	1722000	1722809	+	BSGatlas-gene-1944	cdsA	BSU_16540	BSGatlas-operon-943
basu168	1722871	1724022	+	BSGatlas-gene-1945	ispC	BSU_16550	BSGatlas-operon-943
basu168	1724029	1725297	+	BSGatlas-gene-1946	rasP	BSU_16560	BSGatlas-operon-943
basu168	1725330	1727024	+	BSGatlas-gene-1947	proS	BSU_16570	BSGatlas-operon-943
basu168	1727133	1731446	+	BSGatlas-gene-1948	polC	BSU_16580	BSGatlas-operon-943
basu168	1731457	1731674	+	BSGatlas-gene-1949	surG	BSU_MISC_RNA_71	BSGatlas-operon-944
basu168	153039	153507	-	BSGatlas-gene-195	S58	NEW_153039_153507_C	BSGatlas-operon-50
basu168	1731600	1731725	+	BSGatlas-gene-1950	rimP leader	NA	NA
basu168	1731776	1732246	+	BSGatlas-gene-1951	ylxS	BSU_16590	BSGatlas-operon-945
basu168	1732281	1733396	+	BSGatlas-gene-1952	nusA	BSU_16600	BSGatlas-operon-945
basu168	1733410	1733685	+	BSGatlas-gene-1953	ylxR	BSU_16610	BSGatlas-operon-945
basu168	1733687	1733989	+	BSGatlas-gene-1954	rplGA	BSU_16620	BSGatlas-operon-945
basu168	1734009	1736159	+	BSGatlas-gene-1955	infB	BSU_16630	BSGatlas-operon-945
basu168	1736156	1736434	+	BSGatlas-gene-1956	ylxP	BSU_16640	BSGatlas-operon-945
basu168	1736451	1736804	+	BSGatlas-gene-1957	rbfA	BSU_16650	BSGatlas-operon-945
basu168	1736886	1737815	+	BSGatlas-gene-1958	truB	BSU_16660	NA
basu168	1737834	1738784	+	BSGatlas-gene-1959	ribC	BSU_16670	BSGatlas-operon-946
basu168	153736	153793	+	BSGatlas-gene-196	ldlM	BSU_MISC_RNA_4	BSGatlas-operon-49
basu168	1738941	1739210	+	BSGatlas-gene-1960	rpsO	BSU_16680	BSGatlas-operon-946
basu168	1739213	1739563	-	BSGatlas-gene-1961	rliD	NA	NA
basu168	1739383	1741500	+	BSGatlas-gene-1962	pnpA	BSU_16690	BSGatlas-operon-947
basu168	1741618	1742577	+	BSGatlas-gene-1963	swsB	BSU_16700	NA
basu168	1742617	1743846	+	BSGatlas-gene-1964	mlpA	BSU_16710	BSGatlas-operon-948
basu168	1743924	1744181	+	BSGatlas-gene-1965	ymxH	BSU_16720	BSGatlas-operon-949
basu168	1744367	1745260	+	BSGatlas-gene-1966	spoVFA	BSU_16730	BSGatlas-operon-950
basu168	1745263	1745865	+	BSGatlas-gene-1967	spoVFB	BSU_16740	BSGatlas-operon-950
basu168	1745991	1747031	+	BSGatlas-gene-1968	asd	BSU_16750	BSGatlas-operon-950
basu168	1747123	1748337	+	BSGatlas-gene-1969	dapG	BSU_16760	BSGatlas-operon-950
basu168	153842	154279	+	BSGatlas-gene-197	rplM	BSU_01490	BSGatlas-operon-49
basu168	1748368	1749240	+	BSGatlas-gene-1970	dapA	BSU_16770	BSGatlas-operon-950
basu168	1748711	1749895	-	BSGatlas-gene-1971	S601	NEW_1748711_1749895_C	BSGatlas-operon-951
basu168	1749418	1751085	+	BSGatlas-gene-1972	rnjB	BSU_16780	BSGatlas-operon-952
basu168	1751201	1751938	+	BSGatlas-gene-1973	tepA	BSU_16790	BSGatlas-operon-953
basu168	1751935	1752147	+	BSGatlas-gene-1974	ylzJ	BSU_16799	BSGatlas-operon-953
basu168	1752278	1754641	+	BSGatlas-gene-1975	spoIIIE	BSU_16800	BSGatlas-operon-954
basu168	1754785	1755510	+	BSGatlas-gene-1976	ymfC	BSU_16810	BSGatlas-operon-954
basu168	1755649	1756857	+	BSGatlas-gene-1977	ymfD	BSU_16825	BSGatlas-operon-955
basu168	1757037	1758317	+	BSGatlas-gene-1978	ymfF	BSU_16845	BSGatlas-operon-955
basu168	1758314	1759600	+	BSGatlas-gene-1979	ymfH	BSU_16860	BSGatlas-operon-955
basu168	154300	154692	+	BSGatlas-gene-198	rpsI	BSU_01500	BSGatlas-operon-49
basu168	1759655	1760383	+	BSGatlas-gene-1980	ymfI	BSU_16870	NA
basu168	1760464	1760721	+	BSGatlas-gene-1981	ymfJ	BSU_16880	BSGatlas-operon-956
basu168	1760851	1761303	+	BSGatlas-gene-1982	ymfK/1	BSU_16890	BSGatlas-operon-957
basu168	1761302	1761640	+	BSGatlas-gene-1983	ymfK/2	BSU_16900	BSGatlas-operon-957
basu168	1761707	1762573	+	BSGatlas-gene-1984	rodZ	BSU_16910	BSGatlas-operon-957
basu168	1762623	1763204	+	BSGatlas-gene-1985	pgsA	BSU_16920	BSGatlas-operon-957
basu168	1763222	1764472	+	BSGatlas-gene-1986	cinA	BSU_16930	NA
basu168	1764645	1765691	+	BSGatlas-gene-1987	recA	BSU_16940	BSGatlas-operon-958
basu168	1765859	1767034	+	BSGatlas-gene-1988	pbpX	BSU_16950	BSGatlas-operon-959
basu168	1767310	1768872	+	BSGatlas-gene-1989	rny	BSU_16960	BSGatlas-operon-960
basu168	155156	155923	+	BSGatlas-gene-199	ybaJ	BSU_01510	BSGatlas-operon-51
basu168	1768941	1769735	+	BSGatlas-gene-1990	ymdB	BSU_16970	BSGatlas-operon-960
basu168	1769935	1770195	+	BSGatlas-gene-1991	spoVS	BSU_16980	BSGatlas-operon-961
basu168	1770461	1771504	+	BSGatlas-gene-1992	tdh	BSU_16990	BSGatlas-operon-962
basu168	1771517	1772695	+	BSGatlas-gene-1993	kbl	BSU_17000	BSGatlas-operon-962
basu168	1772843	1774372	+	BSGatlas-gene-1994	ymcB	BSU_17010	BSGatlas-operon-963
basu168	1774374	1774805	+	BSGatlas-gene-1995	ymcA	BSU_17020	BSGatlas-operon-963
basu168	1775067	1775612	+	BSGatlas-gene-1996	cotE	BSU_17030	BSGatlas-operon-964
basu168	1775745	1778321	+	BSGatlas-gene-1997	mutS	BSU_17040	BSGatlas-operon-965
basu168	1778337	1780220	+	BSGatlas-gene-1998	mutL	BSU_17050	BSGatlas-operon-965
basu168	1780405	1780550	+	BSGatlas-gene-1999	ncr952	NEW_1780399_1780532	BSGatlas-operon-967
basu168	157	270	+	BSGatlas-gene-2	TERMseq-predicted-riboswitch	NA	NA
basu168	17534	18865	+	BSGatlas-gene-20	dacA	BSU_00100	BSGatlas-operon-9
basu168	156109	156552	+	BSGatlas-gene-200	ybaK	BSU_01520	BSGatlas-operon-52
basu168	1780404	1780554	-	BSGatlas-gene-2000	surX	BSU_MISC_RNA_89	NA
basu168	1780618	1781073	-	BSGatlas-gene-2001	ymzD	BSU_17060	BSGatlas-operon-968
basu168	1781228	1781785	-	BSGatlas-gene-2002	ymcC	BSU_17070	BSGatlas-operon-969
basu168	1781906	1782523	+	BSGatlas-gene-2003	pksA	BSU_17080	BSGatlas-operon-970
basu168	1782713	1783390	+	BSGatlas-gene-2004	pksB	BSU_17090	BSGatlas-operon-971
basu168	1783500	1783766	+	BSGatlas-gene-2005	NA	BSU_17099	BSGatlas-operon-971
basu168	1783763	1784629	+	BSGatlas-gene-2006	pksC	BSU_17100	BSGatlas-operon-971
basu168	1785133	1786107	+	BSGatlas-gene-2007	pksD	BSU_17110	BSGatlas-operon-971
basu168	1786104	1788407	+	BSGatlas-gene-2008	pksE	BSU_17120	BSGatlas-operon-971
basu168	1788469	1788717	+	BSGatlas-gene-2009	acpK	BSU_17130	BSGatlas-operon-971
basu168	156612	157325	+	BSGatlas-gene-201	cwlD	BSU_01530	BSGatlas-operon-52
basu168	1788695	1789942	+	BSGatlas-gene-2010	pksF	BSU_17140	BSGatlas-operon-971
basu168	1789943	1791205	+	BSGatlas-gene-2011	pksG	BSU_17150	BSGatlas-operon-971
basu168	1791193	1791972	+	BSGatlas-gene-2012	pksH	BSU_17160	BSGatlas-operon-971
basu168	1792012	1792761	+	BSGatlas-gene-2013	pksI	BSU_17170	BSGatlas-operon-971
basu168	1792806	1807937	+	BSGatlas-gene-2014	pksJ	BSU_17180	BSGatlas-operon-971
basu168	1807921	1821537	+	BSGatlas-gene-2015	pksL	BSU_17190	BSGatlas-operon-971
basu168	1821553	1834341	+	BSGatlas-gene-2016	pksM	BSU_17200	BSGatlas-operon-971
basu168	1834409	1850875	+	BSGatlas-gene-2017	pksN	BSU_17210	BSGatlas-operon-971
basu168	1850890	1858521	+	BSGatlas-gene-2018	pksR	BSU_17220	BSGatlas-operon-971
basu168	1858566	1859783	-	BSGatlas-gene-2019	pksS	BSU_17230	BSGatlas-operon-972
basu168	157421	158479	+	BSGatlas-gene-202	salA	BSU_01540	BSGatlas-operon-53
basu168	1860014	1860370	-	BSGatlas-gene-2020	ymzB	BSU_17240	BSGatlas-operon-973
basu168	1860449	1861273	-	BSGatlas-gene-2021	ymaE	BSU_17250	BSGatlas-operon-973
basu168	1861384	1862712	-	BSGatlas-gene-2022	aprX	BSU_17260	BSGatlas-operon-974
basu168	1862937	1862993	+	BSGatlas-gene-2023	ymzE/1	BSU_17266	BSGatlas-operon-975
basu168	1862992	1863168	+	BSGatlas-gene-2024	ymzE/2	BSU_17267	BSGatlas-operon-977
basu168	1863448	1864155	+	BSGatlas-gene-2025	pghC	BSU_17270	BSGatlas-operon-978
basu168	1864225	1864677	+	BSGatlas-gene-2026	ymaD	BSU_17280	BSGatlas-operon-978
basu168	1864691	1865044	-	BSGatlas-gene-2027	ebrB	BSU_17290	BSGatlas-operon-976
basu168	1865058	1865375	-	BSGatlas-gene-2028	ebrA	BSU_17300	BSGatlas-operon-976
basu168	1865512	1865787	-	BSGatlas-gene-2029	ymaG	BSU_17310	BSGatlas-operon-979
basu168	158515	159072	-	BSGatlas-gene-203	gerD	BSU_01550	BSGatlas-operon-54
basu168	1865876	1866289	+	BSGatlas-gene-2030	ymaF	BSU_17320	BSGatlas-operon-980
basu168	1866389	1867333	+	BSGatlas-gene-2031	miaA	BSU_17330	BSGatlas-operon-980
basu168	1867373	1867594	+	BSGatlas-gene-2032	hfq	BSU_17340	BSGatlas-operon-980
basu168	1867790	1868062	+	BSGatlas-gene-2033	ymzC	BSU_17350	NA
basu168	1868144	1868374	+	BSGatlas-gene-2034	ymzA	BSU_17360	BSGatlas-operon-981
basu168	1868617	1869009	+	BSGatlas-gene-2036	nrdI	BSU_17370	BSGatlas-operon-981
basu168	1868969	1871071	+	BSGatlas-gene-2037	nrdE	BSU_17380	BSGatlas-operon-981
basu168	1871089	1872078	+	BSGatlas-gene-2038	nrdF	BSU_17390	BSGatlas-operon-981
basu168	1872128	1872748	+	BSGatlas-gene-2039	ymaB	BSU_17400	BSGatlas-operon-981
basu168	159182	159778	+	BSGatlas-gene-204	kbaA	BSU_01560	BSGatlas-operon-56
basu168	1872786	1873153	+	BSGatlas-gene-2040	S623	NEW_1872786_1873153	BSGatlas-operon-983
basu168	1872812	1873579	-	BSGatlas-gene-2041	cwlC	BSU_17410	BSGatlas-operon-982
basu168	1874203	1875171	+	BSGatlas-gene-2042	spoVK	BSU_17420	BSGatlas-operon-984
basu168	1875304	1876566	+	BSGatlas-gene-2043	ynbA	BSU_17430	BSGatlas-operon-985
basu168	1876584	1877849	+	BSGatlas-gene-2044	ynbB	BSU_17440	BSGatlas-operon-985
basu168	1877959	1878366	+	BSGatlas-gene-2045	glnR	BSU_17450	BSGatlas-operon-985
basu168	1878425	1879759	+	BSGatlas-gene-2046	glnA	BSU_17460	BSGatlas-operon-985
basu168	1880087	1880377	+	BSGatlas-gene-2047	ynxB	BSU_17470	BSGatlas-operon-986
basu168	1880623	1880967	+	BSGatlas-gene-2048	ynzF	BSU_17480	BSGatlas-operon-987
basu168	1881098	1881349	+	BSGatlas-gene-2049	ynzG	BSU_17490	NA
basu168	159779	160543	-	BSGatlas-gene-205	pdaB	BSU_01570	BSGatlas-operon-55
basu168	1881536	1881970	+	BSGatlas-gene-2050	ynaB	BSU_17500	BSGatlas-operon-988
basu168	1882040	1882831	+	BSGatlas-gene-2051	ynaC	BSU_17510	BSGatlas-operon-988
basu168	1883166	1883678	+	BSGatlas-gene-2052	ynaD	BSU_17520	BSGatlas-operon-989
basu168	1884238	1884879	+	BSGatlas-gene-2053	ynaE	BSU_17530	BSGatlas-operon-990
basu168	1884968	1885321	+	BSGatlas-gene-2054	ynaF	BSU_17540	NA
basu168	1885365	1885640	+	BSGatlas-gene-2055	ynaG	BSU_17550	NA
basu168	1885753	1885917	+	BSGatlas-gene-2056	ynzI	BSU_17559	NA
basu168	1886057	1886527	+	BSGatlas-gene-2057	ynaI	BSU_17560	NA
basu168	1887352	1888743	+	BSGatlas-gene-2058	xynP	BSU_17570	BSGatlas-operon-991
basu168	1888774	1890375	+	BSGatlas-gene-2059	xynB	BSU_17580	BSGatlas-operon-991
basu168	160893	162445	+	BSGatlas-gene-206	rrnI-16S	BSU_RRNA_23	BSGatlas-operon-57
basu168	1888890	1889195	-	BSGatlas-gene-2060	S632	NEW_1888890_1889195_C	BSGatlas-operon-992
basu168	1890512	1891666	-	BSGatlas-gene-2061	xylR	BSU_17590	BSGatlas-operon-993
basu168	1891908	1893245	+	BSGatlas-gene-2062	xylA	BSU_17600	BSGatlas-operon-994
basu168	1893396	1894895	+	BSGatlas-gene-2063	xylB	BSU_17610	BSGatlas-operon-994
basu168	1895378	1896013	-	BSGatlas-gene-2064	yncB	BSU_17620	BSGatlas-operon-995
basu168	1896424	1897839	+	BSGatlas-gene-2065	yncC	BSU_17630	BSGatlas-operon-996
basu168	1897941	1899125	-	BSGatlas-gene-2066	yncD	BSU_17640	BSGatlas-operon-997
basu168	1899589	1900050	+	BSGatlas-gene-2067	yncE	BSU_17650	BSGatlas-operon-998
basu168	1900080	1900514	+	BSGatlas-gene-2068	yncF	BSU_17660	BSGatlas-operon-999
basu168	162609	165535	+	BSGatlas-gene-207	rrnI-23S	BSU_RRNA_14	NA
basu168	1900570	1900855	-	BSGatlas-gene-2070	S641	NEW_1900570_1900855_C	BSGatlas-operon-1000
basu168	1901117	1901377	-	BSGatlas-gene-2071	cotU	BSU_17670	BSGatlas-operon-1001
basu168	1901612	1901737	+	BSGatlas-gene-2072	ynzJ	BSU_17678	NA
basu168	1901781	1901945	+	BSGatlas-gene-2073	NA	BSU_17679	BSGatlas-operon-1002
basu168	1902219	1903058	+	BSGatlas-gene-2075	thyA	BSU_17680	BSGatlas-operon-1003
basu168	1903181	1903468	-	BSGatlas-gene-2076	NA	BSU_17689	BSGatlas-operon-1004
basu168	1903330	1903490	+	BSGatlas-gene-2077	S645	NEW_1903330_1903490	BSGatlas-operon-1005
basu168	1903511	1904233	-	BSGatlas-gene-2078	yncM	BSU_17690	BSGatlas-operon-1006
basu168	1904393	1904749	-	BSGatlas-gene-2079	ynzK	BSU_17699	BSGatlas-operon-1007
basu168	165590	165707	+	BSGatlas-gene-208	rrnI-5S	BSU_RRNA_15	NA
basu168	1904995	1905195	-	BSGatlas-gene-2080	cotC	BSU_17700	BSGatlas-operon-1008
basu168	1905370	1905558	-	BSGatlas-gene-2081	tatAC	BSU_17710	BSGatlas-operon-1009
basu168	1905637	1905774	+	BSGatlas-gene-2082	NA	BSU_17715	BSGatlas-operon-1010
basu168	1905809	1906207	+	BSGatlas-gene-2083	yndA	BSU_17720	BSGatlas-operon-1011
basu168	1906272	1906706	-	BSGatlas-gene-2084	yndB	BSU_17730	BSGatlas-operon-1012
basu168	1907013	1907201	+	BSGatlas-gene-2085	ynzB	BSU_17740	BSGatlas-operon-1011
basu168	1907494	1909056	+	BSGatlas-gene-2086	yndD	BSU_17750	BSGatlas-operon-1013
basu168	1909086	1910177	+	BSGatlas-gene-2087	yndE	BSU_17760	BSGatlas-operon-1013
basu168	1910167	1911381	+	BSGatlas-gene-2088	yndF	BSU_17770	BSGatlas-operon-1013
basu168	1911528	1912334	+	BSGatlas-gene-2089	yndG	BSU_17780	BSGatlas-operon-1014
basu168	165753	165825	+	BSGatlas-gene-209	trnI-Asn	BSU_TRNA_23	NA
basu168	1912142	1913240	-	BSGatlas-gene-2090	S651	NEW_1912142_1913240_C	BSGatlas-operon-1015
basu168	1912339	1912956	+	BSGatlas-gene-2091	yndH	BSU_17790	BSGatlas-operon-1014
basu168	1912953	1914593	+	BSGatlas-gene-2092	yndJ	BSU_17800	BSGatlas-operon-1014
basu168	1914630	1914995	+	BSGatlas-gene-2093	yndK	BSU_17810	BSGatlas-operon-1014
basu168	1914991	1915272	-	BSGatlas-gene-2094	surA	BSU_MISC_RNA_72	BSGatlas-operon-1016
basu168	1915221	1915979	+	BSGatlas-gene-2095	pghL	BSU_17820	BSGatlas-operon-1017
basu168	1916006	1916545	-	BSGatlas-gene-2096	yndM	BSU_17830	BSGatlas-operon-1018
basu168	1916663	1917097	+	BSGatlas-gene-2097	fosB	BSU_17840	BSGatlas-operon-1019
basu168	1916955	1917302	+	BSGatlas-gene-2098	yzzP	BSU_17845	NA
basu168	1917501	1917581	+	BSGatlas-gene-2099	ncrF	BSU_MISC_RNA_73	BSGatlas-operon-1020
basu168	19062	19946	+	BSGatlas-gene-21	pdxS	BSU_00110	BSGatlas-operon-9
basu168	165829	165902	+	BSGatlas-gene-210	trnI-Thr	BSU_TRNA_24	NA
basu168	1917639	1918256	-	BSGatlas-gene-2100	lexA	BSU_17850	BSGatlas-operon-1021
basu168	1918406	1918723	+	BSGatlas-gene-2101	yneA	BSU_17860	BSGatlas-operon-1022
basu168	1918742	1919395	+	BSGatlas-gene-2102	yneB	BSU_17870	BSGatlas-operon-1022
basu168	1919459	1919692	+	BSGatlas-gene-2103	ynzC	BSU_17880	BSGatlas-operon-1022
basu168	1919861	1921864	+	BSGatlas-gene-2104	tkt	BSU_17890	BSGatlas-operon-1023
basu168	1921866	1922524	-	BSGatlas-gene-2105	S661	NEW_1921866_1922524_C	BSGatlas-operon-1024
basu168	1922017	1922463	+	BSGatlas-gene-2106	sirA	BSU_17900	BSGatlas-operon-1025
basu168	1922549	1922767	+	BSGatlas-gene-2107	yneF	BSU_17910	BSGatlas-operon-1025
basu168	1922841	1923014	-	BSGatlas-gene-2108	ynzD	BSU_17920	BSGatlas-operon-1026
basu168	1923234	1923941	+	BSGatlas-gene-2109	ccdA	BSU_17930	BSGatlas-operon-1027
basu168	165958	166033	+	BSGatlas-gene-211	trnI-Gly	BSU_TRNA_25	NA
basu168	1924030	1924392	+	BSGatlas-gene-2110	yneI	BSU_17940	BSGatlas-operon-1027
basu168	1924471	1924962	+	BSGatlas-gene-2111	yneJ	BSU_17950	BSGatlas-operon-1027
basu168	1924993	1925421	-	BSGatlas-gene-2112	yneK	BSU_17960	BSGatlas-operon-1028
basu168	1925528	1925637	+	BSGatlas-gene-2113	S665	NEW_1925528_1925637	BSGatlas-operon-1029
basu168	1925655	1926047	-	BSGatlas-gene-2114	cotM	BSU_17970	BSGatlas-operon-1030
basu168	1926128	1926274	-	BSGatlas-gene-2115	sspP	BSU_17980	BSGatlas-operon-1032
basu168	1926306	1926452	-	BSGatlas-gene-2116	sspO	BSU_17990	BSGatlas-operon-1032
basu168	1926680	1929409	+	BSGatlas-gene-2117	citB	BSU_18000	BSGatlas-operon-1031
basu168	1929481	1929993	+	BSGatlas-gene-2118	yneN	BSU_18010	BSGatlas-operon-1031
basu168	1930074	1930199	+	BSGatlas-gene-2119	ynzL	BSU_18019	BSGatlas-operon-1033
basu168	166063	166140	+	BSGatlas-gene-212	trnI-Arg	BSU_TRNA_26	NA
basu168	1930264	1930410	+	BSGatlas-gene-2120	sspN	BSU_18020	BSGatlas-operon-1035
basu168	1930447	1930698	+	BSGatlas-gene-2121	tlp	BSU_18030	BSGatlas-operon-1035
basu168	1930834	1931199	+	BSGatlas-gene-2122	yneP	BSU_18040	BSGatlas-operon-1036
basu168	1931215	1931514	+	BSGatlas-gene-2123	yneQ	BSU_18050	BSGatlas-operon-1036
basu168	1931545	1931832	-	BSGatlas-gene-2124	yneR	BSU_18060	BSGatlas-operon-1034
basu168	1931920	1932501	-	BSGatlas-gene-2125	plsY	BSU_18070	BSGatlas-operon-1034
basu168	1932671	1933078	+	BSGatlas-gene-2126	yneT	BSU_18080	BSGatlas-operon-1037
basu168	1933177	1933398	+	BSGatlas-gene-2127	TERMseq-predicted-riboswitch	NA	NA
basu168	1933477	1935444	+	BSGatlas-gene-2128	parE	BSU_18090	BSGatlas-operon-1038
basu168	1935448	1937868	+	BSGatlas-gene-2129	parC	BSU_18100	BSGatlas-operon-1038
basu168	166167	166244	+	BSGatlas-gene-213	trnI-Pro	BSU_TRNA_27	NA
basu168	1937915	1938091	-	BSGatlas-gene-2130	ynfCc	BSU_18109	BSGatlas-operon-1039
basu168	1938066	1938476	-	BSGatlas-gene-2131	ynfC	BSU_18110	BSGatlas-operon-1040
basu168	1938925	1940322	+	BSGatlas-gene-2132	alsT	BSU_18120	BSGatlas-operon-1041
basu168	1940412	1941158	-	BSGatlas-gene-2133	S675	NEW_1940412_1941158_C	BSGatlas-operon-1042
basu168	1940625	1942124	+	BSGatlas-gene-2134	bglC	BSU_18130	BSGatlas-operon-1043
basu168	1942192	1942455	+	BSGatlas-gene-2135	ynfE	BSU_18140	NA
basu168	1942714	1943982	-	BSGatlas-gene-2136	xynC	BSU_18150	BSGatlas-operon-1044
basu168	1944113	1945654	-	BSGatlas-gene-2137	xynD	BSU_18160	BSGatlas-operon-1044
basu168	1946249	1946695	+	BSGatlas-gene-2138	yngA	BSU_18170	BSGatlas-operon-1045
basu168	1946702	1947595	+	BSGatlas-gene-2139	yngB	BSU_18180	BSGatlas-operon-1045
basu168	166252	166328	+	BSGatlas-gene-214	trnI-Ala	BSU_TRNA_28	NA
